graphene_ratio_pct,cnt_ratio_pct,electrode_surface_area_cm2,conductivity_s_m,ph_level,temperature_c,potential_v,current_ua,scan_rate_mv_s,pulse_amplitude_mv,peak_current_ua,peak_potential_v,snr,interference_level_pct,pollutant_type,pollutant_concentration_ppm,detection_status,source_type,provenance_note
57.49080237694725,42.50919762305275,2.0048184664240187,440.14511506314017,7.269186476397641,32.496209780491014,0.5764593813562251,9.032852914492125,66.15783318734339,74.84746455215802,12.420022738396142,0.5755754062171976,36.74769110368014,2.985142502832132,Pesticide,0.5300837500637802,0,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
69.01428612819832,30.98571387180168,2.006625863758514,127.06941466319336,7.862147276247416,26.38861738442125,0.5922344753215598,14.636747332334632,36.32050464160482,73.76754651513818,17.449780595037662,0.5456826683634333,38.91628447955214,8.247238808811796,Arsenic,0.6891989952001552,0,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
64.6398788362281,35.36012116377189,1.932650686952056,497.35595149562727,5.636131758340968,20.408269013702583,0.3186708983381408,9.45196859093008,94.13079447343765,27.364200916233894,11.026089065971185,0.3363761135296315,31.04001430017349,14.521734886076644,Lead,0.6378624942050548,0,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
61.97316968394073,38.02683031605927,1.8387708473397384,379.4907694815517,5.819610080825115,23.83595731645419,0.5768544207444621,8.20490387629172,54.26819395612044,40.70661070501168,12.908850958360286,0.6052560475453546,36.24513071103465,1.5554942637374205,Pesticide,0.4426129200157838,0,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
53.12037280884873,46.87962719115127,1.45398383075635,164.91232972560948,7.943610882587777,31.68860873113144,0.3248305600565666,17.343001662216146,35.2557578047962,65.16650441556735,21.34165605085276,0.3496106991777206,30.89566344282503,14.55309452184238,Nitrate,2.9491122042802798,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
53.11989040672405,46.88010959327595,1.78455632701423,104.9664356677694,7.370648648252907,23.02632923632091,0.4011858640150769,12.840927204060607,42.90171459516628,61.03922634980378,14.956461355945391,0.3598628633081977,20.66647638179431,11.626324039250449,Nitrate,2.3437963062005767,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
51.16167224336399,48.83832775663601,0.5767231095759493,168.51305451686054,6.072946091620609,37.67671613862655,0.528772236729098,14.300062064749232,11.515691367634115,57.87155333657145,19.090046326512024,0.5035250023909811,39.117171132891,2.163465918841438,Pesticide,1.4748137269744044,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
67.3235229154987,32.6764770845013,1.7429288453135692,435.2703682742954,6.714386217585215,23.762893757057704,0.5331110945819085,15.954190433222408,32.964315564524114,79.62862593778982,20.694954197882005,0.5486938312701709,36.35534212282373,12.22019657999086,Nitrate,2.7883077023101395,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
62.022300234864176,37.977699765135824,2.055755411073754,108.6557299780655,7.116017499944869,30.442089060238036,0.5177465672037499,12.81233200053486,26.916049779090727,40.21610343789692,16.4504073097864,0.5436456772927647,35.06844375727152,11.160315751063102,Mercury,1.7852843395061035,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
64.1614515559209,35.838548444079095,1.5007167207687804,193.25892144723463,8.030829487412326,30.2402649153759,0.3117337464183205,8.613579109728748,22.2000977864075,50.91492234691556,13.553593337935016,0.2891548009214069,28.836514780191006,8.608836673047398,Lead,1.9019305579976211,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
50.41168988591605,49.58831011408395,1.215026656854474,402.92223813395015,5.681235975083482,32.07891260259301,0.339889814407228,11.032923892495528,12.892599386213874,78.74902239507648,12.7819168744187,0.3305139188453424,38.85090220480926,11.61540152331214,Mercury,1.6792536920632308,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
69.39819704323989,30.60180295676011,1.0548534696019582,334.44421435925403,7.290166868102087,26.54868139436078,0.5808649494659246,10.332094296055343,30.41878990757138,61.733136716734776,14.257655734406146,0.5659915572274892,29.796927963142032,2.118709015478455,Pesticide,1.196667051046127,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
66.64885281600843,33.35114718399157,1.785604100324165,413.0942841440768,7.651107764760052,37.47068402130631,0.3244384165187672,19.728728249891187,19.31668462633642,58.92081633125052,21.33743270441816,0.2748949088390436,34.415733438621544,10.82434143985169,Nitrate,2.601994864748538,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
54.24678221356552,45.75321778643448,1.8856023972598173,398.4602015307152,8.433675573731378,28.88603071950139,0.3235637750919349,16.87406544830552,14.062634039261336,29.28483440305993,20.640830280363097,0.3312150857361184,22.01185024217109,9.613941184596458,Arsenic,1.1484279384491682,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
53.63649934414201,46.36350065585799,2.241935199725085,120.2405548487219,7.921480234876553,34.00307157473148,0.550693781327361,13.41859997915831,22.359003318855432,34.79941420672356,18.09800725799355,0.5676050578794742,24.377219481200758,4.270245266836745,Mercury,1.7770095696327697,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
53.66809019706868,46.33190980293132,1.1846681649219817,457.0045676376606,6.32868194069582,32.718217219334065,0.4923797259668658,8.760408757490172,28.2163027174028,42.6483913632021,11.90479900362465,0.4700232968250399,28.484110092840467,10.355581591655822,Mercury,1.744026384263313,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
56.08484485919075,43.91515514080925,2.039544614771171,190.81273371290743,7.628737581634795,22.343121662394065,0.4054968167535538,9.390206269739249,47.436609260142944,47.89082602179827,13.442472819846389,0.4242752691828327,31.625959798377856,10.182763955201253,Nitrate,2.224782035910094,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
60.49512863264476,39.50487136735524,1.622711648378676,321.3569760919055,7.7898336547809315,32.45278705405223,0.3497131461214879,17.754794831256977,62.53261176166567,49.83261438230945,19.32728174569875,0.3239880261220104,36.11109278202656,3.5855726746942373,Arsenic,1.0892546328645805,1,aie_cnes_unverified,"Provenance unverified. No cited source paper or laboratory. Structural indicators suggest possible synthetic origin: perfect data quality (0 missing values), tightly bounded numeric ranges, binary classification labels. Use only as plausibility-range reference, not as literature-grade or experimentally validated data."
