# CV Curve Simulation Data
# Generated using physics layer Randles-Sevcik equation
# Peak current: 3.402611e-05 A
# Scan rate: 0.200 V/s
# Concentration: 1.000000e-06 mol/cm³
# Diffusion coefficient: 2.000000e-06 cm²/s
# Formal potential: 0.200 V
#
"# Potential (V), Current (A)"
-0.200000,3.380250e-07
-0.191919,-8.554259e-08
-0.183838,4.578651e-07
-0.175758,1.062104e-06
-0.167677,-1.251489e-07
-0.159596,-1.165879e-07
-0.151515,1.125987e-06
-0.143434,5.821058e-07
-0.135354,-2.510845e-07
-0.127273,4.461851e-07
-0.119192,-2.298397e-07
-0.111111,-2.228341e-07
-0.103030,2.673697e-07
-0.094949,-1.190673e-06
-0.086869,-1.053765e-06
-0.078788,-2.537175e-07
-0.070707,-5.512524e-07
-0.062626,3.612838e-07
-0.054545,-4.604834e-07
-0.046465,-7.927042e-07
-0.038384,1.178233e-06
-0.030303,4.188815e-08
-0.022222,2.596633e-07
-0.014141,-7.325064e-07
-0.006061,-1.024295e-07
0.002020,3.854714e-07
0.010101,-4.157746e-07
0.018182,7.023502e-07
0.026263,1.467008e-07
0.034343,5.053837e-07
0.042424,4.950120e-07
0.050505,2.432836e-06
0.058586,1.515875e-06
0.066667,1.262979e-06
0.074747,3.127186e-06
0.082828,2.471223e-06
0.090909,4.351590e-06
0.098990,3.977165e-06
0.107071,5.719461e-06
0.115152,8.292525e-06
0.123232,1.042222e-05
0.131313,1.201609e-05
0.139394,1.399977e-05
0.147475,1.621878e-05
0.155556,1.788206e-05
0.163636,2.092206e-05
0.171717,2.360969e-05
0.179798,2.706121e-05
0.187879,2.881709e-05
0.195960,2.936335e-05
0.204040,3.242322e-05
0.212121,3.317169e-05
0.220202,3.374303e-05
0.228283,3.489529e-05
0.236364,3.494953e-05
0.244444,3.415474e-05
0.252525,3.175950e-05
0.260606,3.051809e-05
0.268687,2.900752e-05
0.276768,2.723357e-05
0.284848,2.384941e-05
0.292929,2.155789e-05
0.301010,1.842351e-05
0.309091,1.591008e-05
0.317172,1.494122e-05
0.325253,1.313944e-05
0.333333,1.019346e-05
0.341414,9.169334e-06
0.349495,7.202229e-06
0.357576,5.209909e-06
0.365657,4.799697e-06
0.373737,4.700196e-06
0.381818,2.902923e-06
0.389899,3.417055e-06
0.397980,1.226192e-07
0.406061,2.123982e-06
0.414141,1.369071e-06
0.422222,9.196447e-07
0.430303,1.051767e-06
0.438384,-4.567890e-07
0.446465,6.828543e-07
0.454545,1.033957e-06
0.462626,1.771113e-06
0.470707,3.983142e-07
0.478788,1.942119e-07
0.486869,4.016471e-07
0.494949,1.368294e-06
0.503030,9.736378e-07
0.511111,3.954842e-07
0.519192,1.112331e-06
0.527273,8.367479e-07
0.535354,1.437882e-06
0.543434,3.091723e-07
0.551515,5.723239e-07
0.559596,5.369151e-07
0.567677,-1.837079e-07
0.575758,1.022281e-06
0.583838,1.006952e-06
0.591919,8.413179e-07
0.600000,6.867410e-07
0.600000,-1.082638e-07
0.591919,5.772181e-07
0.583838,6.388009e-07
0.575758,3.346074e-07
0.567677,7.793654e-07
0.559596,1.172638e-06
0.551515,2.189812e-06
0.543434,1.033572e-06
0.535354,1.098581e-06
0.527273,8.811912e-07
0.519192,-3.653798e-07
0.511111,9.308627e-07
0.503030,9.983888e-07
0.494949,2.642143e-06
0.486869,8.433218e-07
0.478788,1.187684e-06
0.470707,9.668803e-07
0.462626,2.028598e-07
0.454545,1.782970e-06
0.446465,1.523107e-06
0.438384,1.554386e-06
0.430303,3.996046e-07
0.422222,1.972019e-06
0.414141,5.713690e-08
0.406061,1.396627e-06
0.397980,2.463058e-06
0.389899,2.579056e-07
0.381818,4.845306e-07
0.373737,8.460528e-07
