# CV Curve Simulation Data
# Generated using physics layer Randles-Sevcik equation
# Peak current: 2.406009e-05 A
# Scan rate: 0.100 V/s
# Concentration: 1.000000e-06 mol/cm³
# Diffusion coefficient: 2.000000e-06 cm²/s
# Formal potential: 0.200 V
#
"# Potential (V), Current (A)"
-0.200000,1.238613e-07
-0.191919,-4.311177e-07
-0.183838,-1.700459e-07
-0.175758,-2.392666e-07
-0.167677,4.370875e-07
-0.159596,-1.685149e-07
-0.151515,2.760008e-07
-0.143434,1.009628e-06
-0.135354,6.560533e-07
-0.127273,-1.569437e-07
-0.119192,-1.062541e-07
-0.111111,2.855984e-07
-0.103030,-7.304205e-07
-0.094949,-3.362488e-07
-0.086869,3.218233e-07
-0.078788,3.085956e-08
-0.070707,1.027917e-06
-0.062626,-1.948226e-07
-0.054545,-3.949171e-07
-0.046465,-3.132047e-07
-0.038384,1.277088e-07
-0.030303,4.966265e-08
-0.022222,1.206471e-06
-0.014141,-5.255111e-08
-0.006061,1.722284e-07
0.002020,5.784769e-07
0.010101,1.088560e-07
0.018182,4.374762e-07
0.026263,3.720484e-07
0.034343,6.011973e-07
0.042424,-4.555464e-07
0.050505,6.459371e-07
0.058586,2.441242e-07
0.066667,4.817422e-07
0.074747,3.270537e-07
0.082828,1.490473e-06
0.090909,-3.448436e-08
0.098990,1.988310e-06
0.107071,1.489134e-06
0.115152,3.222093e-06
0.123232,3.946793e-06
0.131313,4.951410e-06
0.139394,6.216323e-06
0.147475,8.520019e-06
0.155556,8.998319e-06
0.163636,1.106698e-05
0.171717,1.323824e-05
0.179798,1.626497e-05
0.187879,1.741263e-05
0.195960,2.057482e-05
0.204040,2.171017e-05
0.212121,2.269326e-05
0.220202,2.355231e-05
0.228283,2.399687e-05
0.236364,2.339863e-05
0.244444,2.353799e-05
0.252525,2.237897e-05
0.260606,2.070068e-05
0.268687,1.791202e-05
0.276768,1.616165e-05
0.284848,1.376184e-05
0.292929,1.189146e-05
0.301010,9.713186e-06
0.309091,7.687239e-06
0.317172,5.136380e-06
0.325253,4.593915e-06
0.333333,3.622578e-06
0.341414,2.362445e-06
0.349495,1.898805e-06
0.357576,9.060536e-07
0.365657,1.017900e-06
0.373737,1.164519e-06
0.381818,1.755752e-06
0.389899,1.512046e-07
0.397980,5.562610e-07
0.406061,6.254514e-08
0.414141,4.566917e-07
0.422222,3.815708e-07
0.430303,8.854898e-07
0.438384,9.534543e-07
0.446465,5.657377e-07
0.454545,4.365164e-07
0.462626,1.067621e-06
0.470707,5.887535e-07
0.478788,1.237747e-06
0.486869,-2.723447e-07
0.494949,1.377429e-06
0.503030,2.287071e-07
0.511111,9.214244e-09
0.519192,5.164959e-07
0.527273,-1.590161e-08
0.535354,8.238931e-07
0.543434,3.335381e-07
0.551515,7.004841e-07
0.559596,9.795628e-08
0.567677,4.672619e-07
0.575758,6.269877e-07
0.583838,4.957383e-07
0.591919,1.358316e-06
0.600000,8.803729e-07
0.600000,7.025339e-07
0.591919,-2.827910e-07
0.583838,7.986009e-07
0.575758,1.217494e-06
0.567677,2.966902e-07
0.559596,5.393025e-07
0.551515,-8.151952e-07
0.543434,4.744404e-08
0.535354,-3.499567e-07
0.527273,7.090357e-07
0.519192,5.926848e-07
0.511111,6.201035e-07
0.503030,4.668047e-07
0.494949,1.173523e-06
0.486869,9.593097e-08
0.478788,6.595341e-07
0.470707,9.882308e-07
0.462626,6.209662e-07
0.454545,6.696394e-07
0.446465,3.223336e-07
0.438384,5.641945e-07
0.430303,1.077043e-06
0.422222,-2.344706e-07
0.414141,6.670584e-07
0.406061,4.675419e-07
0.397980,7.199488e-07
0.389899,1.611320e-06
0.381818,5.459324e-07
0.373737,1.477730e-06
0.365657,1.286287e-06
0.357576,7.596989e-07
0.349495,7.640474e-07
0.341414,7.679649e-07
0.333333,2.147657e-07
0.325253,8.041235e-07
0.317172,4.072546e-08
0.309091,1.064131e-07
0.301010,-1.319784e-06
0.292929,-1.167323e-06
0.284848,-1.152798e-06
0.276768,-2.811609e-06
0.268687,-3.202056e-06
0.260606,-4.949580e-06
0.252525,-5.828597e-06
0.244444,-7.542781e-06
0.236364,-1.011261e-05
0.228283,-1.240032e-05
0.220202,-1.462755e-05
0.212121,-1.686324e-05
0.204040,-1.831786e-05
0.195960,-1.943457e-05
0.187879,-2.262757e-05
0.179798,-2.333243e-05
0.171717,-2.247900e-05
0.163636,-2.340597e-05
0.155556,-2.268131e-05
0.147475,-1.966957e-05
0.139394,-1.907766e-05
0.131313,-1.702809e-05
0.123232,-1.494046e-05
0.115152,-1.214964e-05
0.107071,-1.076190e-05
0.098990,-7.291143e-06
0.090909,-5.915203e-06
0.082828,-4.677228e-06
0.074747,-3.549148e-06
0.066667,-2.114633e-06
0.058586,-7.798223e-07
0.050505,6.578645e-07
0.042424,6.335483e-07
0.034343,7.658539e-07
0.026263,5.625702e-07
0.018182,1.317631e-06
0.010101,6.819156e-07
0.002020,1.091127e-06
-0.006061,1.549447e-06
-0.014141,1.314149e-06
-0.022222,7.264107e-07
-0.030303,3.253096e-07
-0.038384,1.316289e-06
-0.046465,1.149163e-06
-0.054545,1.539758e-06
-0.062626,1.127112e-06
-0.070707,9.231425e-07
-0.078788,1.619259e-06
-0.086869,1.597691e-06
-0.094949,1.094190e-07
-0.103030,3.994382e-07
-0.111111,1.198974e-06
-0.119192,1.111155e-06
-0.127273,1.058618e-06
-0.135354,1.551120e-06
-0.143434,2.130549e-06
-0.151515,6.703982e-07
-0.159596,1.140289e-06
-0.167677,1.166610e-06
-0.175758,1.283656e-06
-0.183838,6.020964e-07
-0.191919,1.421887e-06
-0.200000,1.220665e-06
